"clicked","monthclust","value"
"Hardcore/Nov-11","Forum/Mar-12","32"
"Hardcore/Nov-11","Moderate Farmers/Mar-12","88"
"Hardcore/Nov-11","Casual Winners/Apr-12","60"
"Hardcore/Nov-11","Casual Losers/Apr-12","33"
"Hardcore/Nov-11","Casual Forum/Apr-12","13"
"Hardcore/Nov-11","Moderate Miscellanea/Apr-12","94"
"Hardcore/Nov-11","Moderate Farmers/Apr-12","57"
"Hardcore/Nov-11","Forum/Apr-12","46"
"Hardcore/Nov-11","Hardcore/Apr-12","215"
"Hardcore/Nov-11","Hardcore/May-12","225"
"Hardcore/Nov-11","Casual Forum/May-12","17"
"Hardcore/Nov-11","Casual Winners/May-12","63"
"Hardcore/Nov-11","Casual Losers/May-12","38"
"Hardcore/Nov-11","Moderate Miscellanea/May-12","81"
"Hardcore/Nov-11","Forum/May-12","54"
"Hardcore/Nov-11","Moderate Farmers/May-12","76"
"Hardcore/Nov-11","Hardcore/Jun-12","188"
"Hardcore/Nov-11","Moderate Losers/Jun-12","57"
"Hardcore/Nov-11","Moderate Miscellanea/Jun-12","50"
"Hardcore/Nov-11","Casual Losers/Jun-12","44"
"Hardcore/Nov-11","Moderate Farmers/Jun-12","25"
"Hardcore/Nov-11","Forum/Jun-12","57"
"Hardcore/Nov-11","Casual Winners/Jun-12","41"
"Hardcore/Nov-11","Casual Winners/Jul-12","42"
"Hardcore/Nov-11","Moderate Miscellanea/Jul-12","59"
"Hardcore/Nov-11","Moderate Farmers/Jul-12","48"
"Hardcore/Nov-11","Casual Losers/Jul-12","28"
"Hardcore/Nov-11","Forum/Jul-12","38"
"Hardcore/Nov-11","Hardcore/Jul-12","140"
"Hardcore/Nov-11","Moderate Losers/Jul-12","47"
"Hardcore/Nov-11","Hardcore/Aug-12","128"
"Hardcore/Nov-11","Casual Losers/Aug-12","19"
"Hardcore/Nov-11","Casual Winners/Aug-12","46"
"Hardcore/Nov-11","Moderate Losers/Aug-12","34"
"Hardcore/Nov-11","Moderate Winners/Aug-12","40"
"Hardcore/Nov-11","Moderate Farmers/Aug-12","44"
"Hardcore/Nov-11","Casual Winners/Sep-12","37"
"Hardcore/Nov-11","Moderate Farmers/Sep-12","55"
"Hardcore/Nov-11","Hardcore/Sep-12","122"
"Hardcore/Nov-11","Casual Losers/Sep-12","26"
"Hardcore/Nov-11","Moderate Losers/Sep-12","32"
"Hardcore/Nov-11","Forum/Sep-12","28"
"Hardcore/Nov-11","Hardcore/Oct-12","114"
"Hardcore/Nov-11","Moderate Farmers/Oct-12","58"
"Hardcore/Nov-11","Casual Losers/Oct-12","19"
"Hardcore/Nov-11","Forum/Oct-12","26"
"Hardcore/Nov-11","Casual Winners/Oct-12","46"
"Hardcore/Nov-11","Moderate Miscellanea/Oct-12","24"
"Hardcore/Nov-11","Casual/Nov-12","38"
"Hardcore/Nov-11","Hardcore/Nov-12","94"
"Hardcore/Nov-11","Moderate Farmers/Nov-12","51"
"Hardcore/Nov-11","Moderate Miscellanea/Nov-12","34"
"Hardcore/Nov-11","Forum/Nov-12","11"
"Hardcore/Nov-11","Casual/Dec-12","21"
"Hardcore/Nov-11","Moderate Farmers/Dec-12","13"
"Hardcore/Nov-11","Moderate Miscellanea/Dec-12","19"
"Hardcore/Nov-11","Hardcore/Dec-12","32"
"Hardcore/Nov-11","Forum/Dec-12","6"
"Casual Winners/Dec-11","Moderate Farmers/Nov-11","88"
"Casual Winners/Dec-11","Casual Winners/Nov-11","232"
"Casual Winners/Dec-11","Casual Losers/Nov-11","157"
"Casual Winners/Dec-11","Forum/Nov-11","9"
"Casual Winners/Dec-11","Moderate/Nov-11","92"
"Casual Winners/Dec-11","Hardcore/Nov-11","62"
"Casual Winners/Dec-11","Casual Winners/Dec-11","1752"
"Casual Winners/Dec-11","Casual Losers/Dec-11","0"
"Casual Winners/Dec-11","Moderate Farmers/Dec-11","0"
"Casual Winners/Dec-11","Hardcore/Dec-11","0"
"Casual Winners/Dec-11","Forum/Dec-11","0"
"Casual Winners/Dec-11","Moderate/Dec-11","0"
"Casual Winners/Dec-11","Moderate Losers/Jan-12","52"
"Casual Winners/Dec-11","Moderate Miscellanea/Jan-12","47"
"Casual Winners/Dec-11","Casual Losers/Jan-12","119"
"Casual Winners/Dec-11","Hardcore/Jan-12","27"
"Casual Winners/Dec-11","Casual Winners/Jan-12","174"
"Casual Winners/Dec-11","Forum/Jan-12","21"
"Casual Winners/Dec-11","Moderate Farmers/Jan-12","65"
"Casual Winners/Dec-11","Moderate Farmers/Feb-12","49"
"Casual Winners/Dec-11","Moderate Losers/Feb-12","39"
"Casual Winners/Dec-11","Casual Losers/Feb-12","42"
"Casual Winners/Dec-11","Hardcore/Feb-12","39"
"Casual Winners/Dec-11","Casual Winners/Feb-12","79"
"Casual Winners/Dec-11","Forum/Feb-12","5"
"Casual Winners/Dec-11","Casual Forum/Feb-12","15"
"Casual Winners/Dec-11","Casual Forum/Mar-12","8"
"Casual Winners/Dec-11","Casual Winners/Mar-12","61"
"Casual Winners/Dec-11","Moderate Miscellanea/Mar-12","32"
"Casual Winners/Dec-11","Casual Losers/Mar-12","40"
"Casual Winners/Dec-11","Hardcore/Mar-12","26"
"Casual Winners/Dec-11","Forum/Mar-12","3"
"Casual Winners/Dec-11","Moderate Farmers/Mar-12","34"
"Casual Winners/Dec-11","Casual Winners/Apr-12","77"
"Casual Winners/Dec-11","Casual Losers/Apr-12","36"
"Casual Winners/Dec-11","Casual Forum/Apr-12","12"
"Casual Winners/Dec-11","Moderate Miscellanea/Apr-12","46"
"Casual Winners/Dec-11","Moderate Farmers/Apr-12","34"
"Casual Winners/Dec-11","Forum/Apr-12","7"
"Casual Winners/Dec-11","Hardcore/Apr-12","30"
"Casual Winners/Dec-11","Hardcore/May-12","28"
"Casual Winners/Dec-11","Casual Forum/May-12","13"
"Casual Winners/Dec-11","Casual Winners/May-12","68"
"Casual Winners/Dec-11","Casual Losers/May-12","41"
"Casual Winners/Dec-11","Moderate Miscellanea/May-12","54"
"Casual Winners/Dec-11","Forum/May-12","8"
"Casual Winners/Dec-11","Moderate Farmers/May-12","43"
"Casual Winners/Dec-11","Hardcore/Jun-12","28"
"Casual Winners/Dec-11","Moderate Losers/Jun-12","27"
"Casual Winners/Dec-11","Moderate Miscellanea/Jun-12","28"
"Casual Winners/Dec-11","Casual Losers/Jun-12","47"
"Casual Winners/Dec-11","Moderate Farmers/Jun-12","25"
"Casual Winners/Dec-11","Forum/Jun-12","12"
"Casual Winners/Dec-11","Casual Winners/Jun-12","57"
"Casual Winners/Dec-11","Casual Winners/Jul-12","57"
"Casual Winners/Dec-11","Moderate Miscellanea/Jul-12","24"
"Casual Winners/Dec-11","Moderate Farmers/Jul-12","21"
"Casual Winners/Dec-11","Casual Losers/Jul-12","26"
"Casual Winners/Dec-11","Forum/Jul-12","7"
"Casual Winners/Dec-11","Hardcore/Jul-12","24"
"Casual Winners/Dec-11","Moderate Losers/Jul-12","22"
"Casual Winners/Dec-11","Hardcore/Aug-12","32"
"Casual Winners/Dec-11","Casual Losers/Aug-12","25"
"Casual Winners/Dec-11","Casual Winners/Aug-12","22"
"Casual Winners/Dec-11","Moderate Losers/Aug-12","18"
"Casual Winners/Dec-11","Moderate Winners/Aug-12","24"
"Casual Winners/Dec-11","Moderate Farmers/Aug-12","13"
"Casual Winners/Dec-11","Casual Winners/Sep-12","29"
"Casual Winners/Dec-11","Moderate Farmers/Sep-12","40"
"Casual Winners/Dec-11","Hardcore/Sep-12","30"
"Casual Winners/Dec-11","Casual Losers/Sep-12","11"
"Casual Winners/Dec-11","Moderate Losers/Sep-12","13"
"Casual Winners/Dec-11","Forum/Sep-12","5"
"Casual Winners/Dec-11","Hardcore/Oct-12","35"
"Casual Winners/Dec-11","Moderate Farmers/Oct-12","22"
"Casual Winners/Dec-11","Casual Losers/Oct-12","11"
"Casual Winners/Dec-11","Forum/Oct-12","9"
"Casual Winners/Dec-11","Casual Winners/Oct-12","25"
"Casual Winners/Dec-11","Moderate Miscellanea/Oct-12","18"
"Casual Winners/Dec-11","Casual/Nov-12","23"
"Casual Winners/Dec-11","Hardcore/Nov-12","32"
"Casual Winners/Dec-11","Moderate Farmers/Nov-12","31"
"Casual Winners/Dec-11","Moderate Miscellanea/Nov-12","15"
"Casual Winners/Dec-11","Forum/Nov-12","6"
"Casual Winners/Dec-11","Casual/Dec-12","7"
"Casual Winners/Dec-11","Moderate Farmers/Dec-12","7"
"Casual Winners/Dec-11","Moderate Miscellanea/Dec-12","7"
"Casual Winners/Dec-11","Hardcore/Dec-12","9"
"Casual Winners/Dec-11","Forum/Dec-12","1"
"Casual Losers/Dec-11","Moderate Farmers/Nov-11","62"
"Casual Losers/Dec-11","Casual Winners/Nov-11","179"
"Casual Losers/Dec-11","Casual Losers/Nov-11","145"
"Casual Losers/Dec-11","Forum/Nov-11","5"
"Casual Losers/Dec-11","Moderate/Nov-11","93"
"Casual Losers/Dec-11","Hardcore/Nov-11","36"
"Casual Losers/Dec-11","Casual Winners/Dec-11","0"
"Casual Losers/Dec-11","Casual Losers/Dec-11","1379"
"Casual Losers/Dec-11","Moderate Farmers/Dec-11","0"
"Casual Losers/Dec-11","Hardcore/Dec-11","0"
"Casual Losers/Dec-11","Forum/Dec-11","0"
"Casual Losers/Dec-11","Moderate/Dec-11","0"
"Casual Losers/Dec-11","Moderate Losers/Jan-12","79"
"Casual Losers/Dec-11","Moderate Miscellanea/Jan-12","51"
"Casual Losers/Dec-11","Casual Losers/Jan-12","132"
"Casual Losers/Dec-11","Hardcore/Jan-12","33"
"Casual Losers/Dec-11","Casual Winners/Jan-12","122"
"Casual Losers/Dec-11","Forum/Jan-12","14"
"Casual Losers/Dec-11","Moderate Farmers/Jan-12","36"
"Casual Losers/Dec-11","Moderate Farmers/Feb-12","35"
"Casual Losers/Dec-11","Moderate Losers/Feb-12","47"
"Casual Losers/Dec-11","Casual Losers/Feb-12","62"
"Casual Losers/Dec-11","Hardcore/Feb-12","46"
"Casual Losers/Dec-11","Casual Winners/Feb-12","67"
"Casual Losers/Dec-11","Forum/Feb-12","3"
"Casual Losers/Dec-11","Casual Forum/Feb-12","9"
"Casual Losers/Dec-11","Casual Forum/Mar-12","6"
"Casual Losers/Dec-11","Casual Winners/Mar-12","72"
"Casual Losers/Dec-11","Moderate Miscellanea/Mar-12","35"
"Casual Losers/Dec-11","Casual Losers/Mar-12","42"
"Casual Losers/Dec-11","Hardcore/Mar-12","32"
"Casual Losers/Dec-11","Forum/Mar-12","2"
"Casual Losers/Dec-11","Moderate Farmers/Mar-12","32"
"Casual Losers/Dec-11","Casual Winners/Apr-12","68"
"Casual Losers/Dec-11","Casual Losers/Apr-12","63"
"Casual Losers/Dec-11","Casual Forum/Apr-12","7"
"Casual Losers/Dec-11","Moderate Miscellanea/Apr-12","42"
"Casual Losers/Dec-11","Moderate Farmers/Apr-12","31"
"Casual Losers/Dec-11","Forum/Apr-12","9"
"Casual Losers/Dec-11","Hardcore/Apr-12","31"
"Casual Losers/Dec-11","Hardcore/May-12","41"
"Casual Losers/Dec-11","Casual Forum/May-12","9"
"Casual Losers/Dec-11","Casual Winners/May-12","69"
"Casual Losers/Dec-11","Casual Losers/May-12","36"
"Casual Losers/Dec-11","Moderate Miscellanea/May-12","52"
"Casual Losers/Dec-11","Forum/May-12","9"
"Casual Losers/Dec-11","Moderate Farmers/May-12","38"
"Casual Losers/Dec-11","Hardcore/Jun-12","25"
"Casual Losers/Dec-11","Moderate Losers/Jun-12","35"
"Casual Losers/Dec-11","Moderate Miscellanea/Jun-12","27"
"Casual Losers/Dec-11","Casual Losers/Jun-12","46"
"Casual Losers/Dec-11","Moderate Farmers/Jun-12","14"
"Casual Losers/Dec-11","Forum/Jun-12","9"
"Casual Losers/Dec-11","Casual Winners/Jun-12","44"
"Casual Losers/Dec-11","Casual Winners/Jul-12","54"
"Casual Losers/Dec-11","Moderate Miscellanea/Jul-12","24"
"Casual Losers/Dec-11","Moderate Farmers/Jul-12","20"
"Casual Losers/Dec-11","Casual Losers/Jul-12","24"
"Casual Losers/Dec-11","Forum/Jul-12","2"
"Casual Losers/Dec-11","Hardcore/Jul-12","17"
"Casual Losers/Dec-11","Moderate Losers/Jul-12","24"
"Casual Losers/Dec-11","Hardcore/Aug-12","24"
"Casual Losers/Dec-11","Casual Losers/Aug-12","20"
"Casual Losers/Dec-11","Casual Winners/Aug-12","23"
"Casual Losers/Dec-11","Moderate Losers/Aug-12","23"
"Casual Losers/Dec-11","Moderate Winners/Aug-12","27"
"Casual Losers/Dec-11","Moderate Farmers/Aug-12","21"
"Casual Losers/Dec-11","Casual Winners/Sep-12","32"
"Casual Losers/Dec-11","Moderate Farmers/Sep-12","24"
"Casual Losers/Dec-11","Hardcore/Sep-12","16"
"Casual Losers/Dec-11","Casual Losers/Sep-12","15"
"Casual Losers/Dec-11","Moderate Losers/Sep-12","15"
"Casual Losers/Dec-11","Forum/Sep-12","10"
"Casual Losers/Dec-11","Hardcore/Oct-12","23"
"Casual Losers/Dec-11","Moderate Farmers/Oct-12","25"
"Casual Losers/Dec-11","Casual Losers/Oct-12","16"
"Casual Losers/Dec-11","Forum/Oct-12","4"
"Casual Losers/Dec-11","Casual Winners/Oct-12","26"
"Casual Losers/Dec-11","Moderate Miscellanea/Oct-12","20"
"Casual Losers/Dec-11","Casual/Nov-12","31"
"Casual Losers/Dec-11","Hardcore/Nov-12","23"
"Casual Losers/Dec-11","Moderate Farmers/Nov-12","25"
"Casual Losers/Dec-11","Moderate Miscellanea/Nov-12","15"
"Casual Losers/Dec-11","Forum/Nov-12","4"
"Casual Losers/Dec-11","Casual/Dec-12","8"
"Casual Losers/Dec-11","Moderate Farmers/Dec-12","7"
"Casual Losers/Dec-11","Moderate Miscellanea/Dec-12","6"
"Casual Losers/Dec-11","Hardcore/Dec-12","9"
"Casual Losers/Dec-11","Forum/Dec-12","4"
"Moderate Farmers/Dec-11","Moderate Farmers/Nov-11","117"
"Moderate Farmers/Dec-11","Casual Winners/Nov-11","172"
"Moderate Farmers/Dec-11","Casual Losers/Nov-11","131"
"Moderate Farmers/Dec-11","Forum/Nov-11","12"
"Moderate Farmers/Dec-11","Moderate/Nov-11","249"
"Moderate Farmers/Dec-11","Hardcore/Nov-11","202"
"Moderate Farmers/Dec-11","Casual Winners/Dec-11","0"
"Moderate Farmers/Dec-11","Casual Losers/Dec-11","0"
"Moderate Farmers/Dec-11","Moderate Farmers/Dec-11","1348"
"Moderate Farmers/Dec-11","Hardcore/Dec-11","0"
"Moderate Farmers/Dec-11","Forum/Dec-11","0"
"Moderate Farmers/Dec-11","Moderate/Dec-11","0"
"Moderate Farmers/Dec-11","Moderate Losers/Jan-12","110"
"Moderate Farmers/Dec-11","Moderate Miscellanea/Jan-12","183"
"Moderate Farmers/Dec-11","Casual Losers/Jan-12","107"
"Moderate Farmers/Dec-11","Hardcore/Jan-12","139"
"Moderate Farmers/Dec-11","Casual Winners/Jan-12","145"
"Moderate Farmers/Dec-11","Forum/Jan-12","28"
"Moderate Farmers/Dec-11","Moderate Farmers/Jan-12","101"
"Moderate Farmers/Dec-11","Moderate Farmers/Feb-12","88"
"Moderate Farmers/Dec-11","Moderate Losers/Feb-12","117"
"Moderate Farmers/Dec-11","Casual Losers/Feb-12","59"
"Moderate Farmers/Dec-11","Hardcore/Feb-12","122"
"Moderate Farmers/Dec-11","Casual Winners/Feb-12","89"
"Moderate Farmers/Dec-11","Forum/Feb-12","19"
"Moderate Farmers/Dec-11","Casual Forum/Feb-12","12"
"Moderate Farmers/Dec-11","Casual Forum/Mar-12","12"
"Moderate Farmers/Dec-11","Casual Winners/Mar-12","79"
"Moderate Farmers/Dec-11","Moderate Miscellanea/Mar-12","85"
"Moderate Farmers/Dec-11","Casual Losers/Mar-12","65"
"Moderate Farmers/Dec-11","Hardcore/Mar-12","81"
"Moderate Farmers/Dec-11","Forum/Mar-12","15"
"Moderate Farmers/Dec-11","Moderate Farmers/Mar-12","56"
"Moderate Farmers/Dec-11","Casual Winners/Apr-12","71"
"Moderate Farmers/Dec-11","Casual Losers/Apr-12","50"
"Moderate Farmers/Dec-11","Casual Forum/Apr-12","9"
"Moderate Farmers/Dec-11","Moderate Miscellanea/Apr-12","105"
"Moderate Farmers/Dec-11","Moderate Farmers/Apr-12","51"
"Moderate Farmers/Dec-11","Forum/Apr-12","28"
"Moderate Farmers/Dec-11","Hardcore/Apr-12","75"
"Moderate Farmers/Dec-11","Hardcore/May-12","77"
"Moderate Farmers/Dec-11","Casual Forum/May-12","19"
"Moderate Farmers/Dec-11","Casual Winners/May-12","77"
"Moderate Farmers/Dec-11","Casual Losers/May-12","59"
"Moderate Farmers/Dec-11","Moderate Miscellanea/May-12","94"
"Moderate Farmers/Dec-11","Forum/May-12","28"
"Moderate Farmers/Dec-11","Moderate Farmers/May-12","52"
"Moderate Farmers/Dec-11","Hardcore/Jun-12","75"
"Moderate Farmers/Dec-11","Moderate Losers/Jun-12","37"
"Moderate Farmers/Dec-11","Moderate Miscellanea/Jun-12","72"
"Moderate Farmers/Dec-11","Casual Losers/Jun-12","45"
"Moderate Farmers/Dec-11","Moderate Farmers/Jun-12","28"
"Moderate Farmers/Dec-11","Forum/Jun-12","27"
"Moderate Farmers/Dec-11","Casual Winners/Jun-12","54"
"Moderate Farmers/Dec-11","Casual Winners/Jul-12","55"
"Moderate Farmers/Dec-11","Moderate Miscellanea/Jul-12","53"
"Moderate Farmers/Dec-11","Moderate Farmers/Jul-12","21"
"Moderate Farmers/Dec-11","Casual Losers/Jul-12","29"
"Moderate Farmers/Dec-11","Forum/Jul-12","16"
"Moderate Farmers/Dec-11","Hardcore/Jul-12","65"
"Moderate Farmers/Dec-11","Moderate Losers/Jul-12","29"
"Moderate Farmers/Dec-11","Hardcore/Aug-12","59"
"Moderate Farmers/Dec-11","Casual Losers/Aug-12","29"
"Moderate Farmers/Dec-11","Casual Winners/Aug-12","41"
"Moderate Farmers/Dec-11","Moderate Losers/Aug-12","34"
"Moderate Farmers/Dec-11","Moderate Winners/Aug-12","38"
"Moderate Farmers/Dec-11","Moderate Farmers/Aug-12","20"
"Moderate Farmers/Dec-11","Casual Winners/Sep-12","45"
"Moderate Farmers/Dec-11","Moderate Farmers/Sep-12","39"
"Moderate Farmers/Dec-11","Hardcore/Sep-12","55"
"Moderate Farmers/Dec-11","Casual Losers/Sep-12","20"
"Moderate Farmers/Dec-11","Moderate Losers/Sep-12","28"
"Moderate Farmers/Dec-11","Forum/Sep-12","11"
"Moderate Farmers/Dec-11","Hardcore/Oct-12","47"
"Moderate Farmers/Dec-11","Moderate Farmers/Oct-12","45"
"Moderate Farmers/Dec-11","Casual Losers/Oct-12","16"
"Moderate Farmers/Dec-11","Forum/Oct-12","9"
"Moderate Farmers/Dec-11","Casual Winners/Oct-12","32"
"Moderate Farmers/Dec-11","Moderate Miscellanea/Oct-12","29"
"Moderate Farmers/Dec-11","Casual/Nov-12","42"
"Moderate Farmers/Dec-11","Hardcore/Nov-12","51"
"Moderate Farmers/Dec-11","Moderate Farmers/Nov-12","35"
"Moderate Farmers/Dec-11","Moderate Miscellanea/Nov-12","30"
"Moderate Farmers/Dec-11","Forum/Nov-12","5"
"Moderate Farmers/Dec-11","Casual/Dec-12","23"
"Moderate Farmers/Dec-11","Moderate Farmers/Dec-12","9"
"Moderate Farmers/Dec-11","Moderate Miscellanea/Dec-12","14"
"Moderate Farmers/Dec-11","Hardcore/Dec-12","18"
"Moderate Farmers/Dec-11","Forum/Dec-12","2"
"Hardcore/Dec-11","Moderate Farmers/Nov-11","194"
"Hardcore/Dec-11","Casual Winners/Nov-11","109"
"Hardcore/Dec-11","Casual Losers/Nov-11","75"
"Hardcore/Dec-11","Forum/Nov-11","29"
"Hardcore/Dec-11","Moderate/Nov-11","248"
"Hardcore/Dec-11","Hardcore/Nov-11","805"
"Hardcore/Dec-11","Casual Winners/Dec-11","0"
"Hardcore/Dec-11","Casual Losers/Dec-11","0"
"Hardcore/Dec-11","Moderate Farmers/Dec-11","0"
"Hardcore/Dec-11","Hardcore/Dec-11","1843"
"Hardcore/Dec-11","Forum/Dec-11","0"
"Hardcore/Dec-11","Moderate/Dec-11","0"
"Hardcore/Dec-11","Moderate Losers/Jan-12","140"
"Hardcore/Dec-11","Moderate Miscellanea/Jan-12","141"
"Hardcore/Dec-11","Casual Losers/Jan-12","46"
"Hardcore/Dec-11","Hardcore/Jan-12","643"
"Hardcore/Dec-11","Casual Winners/Jan-12","99"
"Hardcore/Dec-11","Forum/Jan-12","47"
"Hardcore/Dec-11","Moderate Farmers/Jan-12","186"
"Hardcore/Dec-11","Moderate Farmers/Feb-12","248"
"Hardcore/Dec-11","Moderate Losers/Feb-12","79"
"Hardcore/Dec-11","Casual Losers/Feb-12","37"
"Hardcore/Dec-11","Hardcore/Feb-12","357"
"Hardcore/Dec-11","Casual Winners/Feb-12","82"
"Hardcore/Dec-11","Forum/Feb-12","37"
"Hardcore/Dec-11","Casual Forum/Feb-12","17"
"Hardcore/Dec-11","Casual Forum/Mar-12","14"
"Hardcore/Dec-11","Casual Winners/Mar-12","99"
"Hardcore/Dec-11","Moderate Miscellanea/Mar-12","104"
"Hardcore/Dec-11","Casual Losers/Mar-12","53"
"Hardcore/Dec-11","Hardcore/Mar-12","283"
"Hardcore/Dec-11","Forum/Mar-12","30"
"Hardcore/Dec-11","Moderate Farmers/Mar-12","120"
"Hardcore/Dec-11","Casual Winners/Apr-12","76"
"Hardcore/Dec-11","Casual Losers/Apr-12","47"
"Hardcore/Dec-11","Casual Forum/Apr-12","16"
"Hardcore/Dec-11","Moderate Miscellanea/Apr-12","114"
"Hardcore/Dec-11","Moderate Farmers/Apr-12","88"
"Hardcore/Dec-11","Forum/Apr-12","45"
"Hardcore/Dec-11","Hardcore/Apr-12","303"
"Hardcore/Dec-11","Hardcore/May-12","308"
"Hardcore/Dec-11","Casual Forum/May-12","20"
"Hardcore/Dec-11","Casual Winners/May-12","69"
"Hardcore/Dec-11","Casual Losers/May-12","45"
"Hardcore/Dec-11","Moderate Miscellanea/May-12","107"
"Hardcore/Dec-11","Forum/May-12","51"
"Hardcore/Dec-11","Moderate Farmers/May-12","126"
"Hardcore/Dec-11","Hardcore/Jun-12","254"
"Hardcore/Dec-11","Moderate Losers/Jun-12","76"
"Hardcore/Dec-11","Moderate Miscellanea/Jun-12","59"
"Hardcore/Dec-11","Casual Losers/Jun-12","64"
"Hardcore/Dec-11","Moderate Farmers/Jun-12","53"
"Hardcore/Dec-11","Forum/Jun-12","47"
"Hardcore/Dec-11","Casual Winners/Jun-12","59"
"Hardcore/Dec-11","Casual Winners/Jul-12","49"
"Hardcore/Dec-11","Moderate Miscellanea/Jul-12","82"
"Hardcore/Dec-11","Moderate Farmers/Jul-12","59"
"Hardcore/Dec-11","Casual Losers/Jul-12","34"
"Hardcore/Dec-11","Forum/Jul-12","28"
"Hardcore/Dec-11","Hardcore/Jul-12","201"
"Hardcore/Dec-11","Moderate Losers/Jul-12","61"
"Hardcore/Dec-11","Hardcore/Aug-12","171"
"Hardcore/Dec-11","Casual Losers/Aug-12","32"
"Hardcore/Dec-11","Casual Winners/Aug-12","53"
"Hardcore/Dec-11","Moderate Losers/Aug-12","49"
"Hardcore/Dec-11","Moderate Winners/Aug-12","66"
"Hardcore/Dec-11","Moderate Farmers/Aug-12","53"
"Hardcore/Dec-11","Casual Winners/Sep-12","52"
"Hardcore/Dec-11","Moderate Farmers/Sep-12","79"
"Hardcore/Dec-11","Hardcore/Sep-12","157"
"Hardcore/Dec-11","Casual Losers/Sep-12","26"
"Hardcore/Dec-11","Moderate Losers/Sep-12","46"
"Hardcore/Dec-11","Forum/Sep-12","23"
"Hardcore/Dec-11","Hardcore/Oct-12","143"
"Hardcore/Dec-11","Moderate Farmers/Oct-12","83"
"Hardcore/Dec-11","Casual Losers/Oct-12","14"
"Hardcore/Dec-11","Forum/Oct-12","25"
"Hardcore/Dec-11","Casual Winners/Oct-12","59"
"Hardcore/Dec-11","Moderate Miscellanea/Oct-12","42"
"Hardcore/Dec-11","Casual/Nov-12","48"
"Hardcore/Dec-11","Hardcore/Nov-12","141"
"Hardcore/Dec-11","Moderate Farmers/Nov-12","65"
"Hardcore/Dec-11","Moderate Miscellanea/Nov-12","36"
"Hardcore/Dec-11","Forum/Nov-12","12"
"Hardcore/Dec-11","Casual/Dec-12","31"
"Hardcore/Dec-11","Moderate Farmers/Dec-12","31"
"Hardcore/Dec-11","Moderate Miscellanea/Dec-12","22"
"Hardcore/Dec-11","Hardcore/Dec-12","37"
"Hardcore/Dec-11","Forum/Dec-12","6"
"Forum/Dec-11","Moderate Farmers/Nov-11","31"
"Forum/Dec-11","Casual Winners/Nov-11","31"
"Forum/Dec-11","Casual Losers/Nov-11","27"
"Forum/Dec-11","Forum/Nov-11","71"
"Forum/Dec-11","Moderate/Nov-11","52"
"Forum/Dec-11","Hardcore/Nov-11","91"
"Forum/Dec-11","Casual Winners/Dec-11","0"
"Forum/Dec-11","Casual Losers/Dec-11","0"
"Forum/Dec-11","Moderate Farmers/Dec-11","0"
"Forum/Dec-11","Hardcore/Dec-11","0"
"Forum/Dec-11","Forum/Dec-11","392"
"Forum/Dec-11","Moderate/Dec-11","0"
"Forum/Dec-11","Moderate Losers/Jan-12","22"
"Forum/Dec-11","Moderate Miscellanea/Jan-12","36"
"Forum/Dec-11","Casual Losers/Jan-12","24"
"Forum/Dec-11","Hardcore/Jan-12","102"
"Forum/Dec-11","Casual Winners/Jan-12","27"
"Forum/Dec-11","Forum/Jan-12","121"
"Forum/Dec-11","Moderate Farmers/Jan-12","30"
"Forum/Dec-11","Moderate Farmers/Feb-12","46"
"Forum/Dec-11","Moderate Losers/Feb-12","34"
"Forum/Dec-11","Casual Losers/Feb-12","15"
"Forum/Dec-11","Hardcore/Feb-12","57"
"Forum/Dec-11","Casual Winners/Feb-12","34"
"Forum/Dec-11","Forum/Feb-12","56"
"Forum/Dec-11","Casual Forum/Feb-12","36"
"Forum/Dec-11","Casual Forum/Mar-12","29"
"Forum/Dec-11","Casual Winners/Mar-12","29"
"Forum/Dec-11","Moderate Miscellanea/Mar-12","34"
"Forum/Dec-11","Casual Losers/Mar-12","13"
"Forum/Dec-11","Hardcore/Mar-12","57"
"Forum/Dec-11","Forum/Mar-12","35"
"Forum/Dec-11","Moderate Farmers/Mar-12","24"
"Forum/Dec-11","Casual Winners/Apr-12","25"
"Forum/Dec-11","Casual Losers/Apr-12","17"
"Forum/Dec-11","Casual Forum/Apr-12","30"
"Forum/Dec-11","Moderate Miscellanea/Apr-12","41"
"Forum/Dec-11","Moderate Farmers/Apr-12","29"
"Forum/Dec-11","Forum/Apr-12","46"
"Forum/Dec-11","Hardcore/Apr-12","50"
"Forum/Dec-11","Hardcore/May-12","57"
